customer_id,gender,senior_citizen,partner,dependents,contract_type,payment_method,paperless_billing,internet_service,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,tenure_months,is_active,ticket_count,avg_satisfaction,churned,predicted_total_tenure_months,predicted_clv,segment_cluster,segment_label
CU-02821,Female,0,0,1,One year,Bank transfer (automatic),1,DSL,1,No,No,No,No,No,No,No,47.21,24,1,1,4.0,0,24.0,1133.04,3,Low-Value / New
CU-02822,Male,0,0,1,One year,Credit card (automatic),0,Fiber optic,1,Yes,No,Yes,No,Yes,No,No,73.18,26,1,0,3.0,0,26.0,1902.68,0,High-Value Loyal
CU-02823,Female,0,1,1,Month-to-month,Electronic check,0,DSL,1,No,No,Yes,No,No,Yes,No,62.52,4,0,1,4.0,1,4.0,250.08,2,Price-Sensitive
CU-02824,Male,0,0,0,One year,Bank transfer (automatic),1,DSL,1,Yes,No,Yes,No,Yes,Yes,No,70.6,16,1,0,3.0,0,17.329225523448226,1223.44,2,Price-Sensitive
CU-02825,Male,0,1,0,Month-to-month,Credit card (automatic),1,DSL,1,Yes,Yes,No,No,Yes,No,Yes,65.35,29,1,0,3.0,0,29.0,1895.15,0,High-Value Loyal
CU-02826,Female,1,1,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,No,No,Yes,Yes,No,No,No,75.78,17,1,0,3.0,0,17.0,1288.26,2,Price-Sensitive
CU-02827,Female,0,1,0,Month-to-month,Electronic check,1,Fiber optic,1,No,No,No,No,Yes,Yes,No,80.93,14,0,1,4.0,1,14.0,1133.02,2,Price-Sensitive
CU-02828,Male,0,0,0,Two year,Electronic check,1,Fiber optic,1,No,No,Yes,No,No,Yes,Yes,82.92,56,1,0,3.0,0,56.0,4643.52,0,High-Value Loyal
CU-02829,Male,0,0,0,One year,Electronic check,1,Fiber optic,1,No,Yes,No,No,Yes,Yes,Yes,97.61,10,1,1,3.0,0,14.031722830259945,1369.64,2,Price-Sensitive
CU-02830,Male,0,0,0,Month-to-month,Electronic check,0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.92,4,1,0,3.0,0,10.950623534106517,240.04,3,Low-Value / New
CU-02831,Male,0,0,0,Two year,Bank transfer (automatic),1,DSL,1,No,No,Yes,Yes,Yes,No,Yes,78.69,21,1,0,3.0,0,21.0,1652.49,2,Price-Sensitive
CU-02832,Female,0,0,0,Two year,Mailed check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.86,14,1,0,3.0,0,14.563184460371698,376.6,3,Low-Value / New
CU-02833,Male,0,1,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,No,No,No,No,No,Yes,No,81.24,8,0,0,3.0,1,8.0,649.92,2,Price-Sensitive
CU-02834,Male,0,1,0,Month-to-month,Mailed check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.54,5,1,0,3.0,0,10.655479115952721,261.49,3,Low-Value / New
CU-02835,Male,0,1,0,Month-to-month,Electronic check,1,Fiber optic,1,Yes,No,No,Yes,Yes,Yes,No,84.7,31,0,4,4.25,1,31.0,2625.7,1,Growing / Mid-Value
CU-02836,Female,0,0,1,Month-to-month,Bank transfer (automatic),0,Fiber optic,0,No phone service,No,No,No,Yes,Yes,Yes,83.48,17,1,2,2.0,0,24.05669757861483,2008.25,1,Growing / Mid-Value
CU-02837,Female,0,1,0,Two year,Bank transfer (automatic),1,Fiber optic,1,No,No,No,No,Yes,No,Yes,81.95,4,1,0,3.0,0,15.925123331282379,1305.06,2,Price-Sensitive
CU-02838,Male,0,1,0,Two year,Electronic check,0,DSL,1,No,No,No,No,Yes,No,Yes,64.13,7,1,0,3.0,0,16.66145829035161,1068.5,2,Price-Sensitive
CU-02839,Female,0,0,0,Month-to-month,Credit card (automatic),0,DSL,0,No phone service,No,Yes,No,Yes,Yes,No,68.87,8,0,0,3.0,1,8.0,550.96,2,Price-Sensitive
CU-02840,Male,0,1,0,Month-to-month,Electronic check,0,Fiber optic,1,No,No,No,No,No,Yes,No,73.26,38,1,2,2.5,0,38.0,2783.88,1,Growing / Mid-Value
CU-02841,Male,1,0,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,No,No,No,No,No,No,No,64.35,35,1,1,2.0,0,35.0,2252.25,0,High-Value Loyal
CU-02842,Female,0,0,1,Month-to-month,Electronic check,0,Fiber optic,1,Yes,No,No,No,Yes,No,No,73.59,3,1,0,3.0,0,12.069943618709106,888.23,2,Price-Sensitive
CU-02843,Female,0,0,0,One year,Mailed check,1,DSL,1,Yes,Yes,No,No,Yes,Yes,No,63.92,1,1,1,5.0,0,18.793062893871436,1201.25,2,Price-Sensitive
CU-02844,Female,1,1,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,No,No,Yes,No,No,No,No,72.98,20,0,1,1.0,1,20.0,1459.6,2,Price-Sensitive
CU-02845,Female,0,1,0,Month-to-month,Credit card (automatic),0,DSL,1,No,Yes,No,Yes,Yes,Yes,No,67.82,15,0,3,3.3333,1,15.0,1017.3,1,Growing / Mid-Value
CU-02846,Male,0,0,0,Month-to-month,Electronic check,1,Fiber optic,1,No,No,No,No,Yes,No,No,78.22,29,0,0,3.0,1,29.0,2268.38,0,High-Value Loyal
CU-02847,Female,0,0,1,Two year,Credit card (automatic),0,DSL,1,Yes,Yes,No,Yes,No,No,Yes,65.04,20,1,0,3.0,0,20.0,1300.8,2,Price-Sensitive
CU-02848,Male,0,0,0,Month-to-month,Electronic check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,5,1,0,3.0,0,10.71615891167184,192.89,3,Low-Value / New
CU-02849,Female,0,0,1,Month-to-month,Credit card (automatic),1,Fiber optic,1,No,No,No,Yes,No,No,No,68.99,4,1,0,3.0,0,10.356839647292063,714.52,2,Price-Sensitive
CU-02850,Male,0,0,0,One year,Bank transfer (automatic),0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.47,10,1,0,3.0,0,15.526634524783528,364.41,3,Low-Value / New
CU-02851,Female,0,0,1,Month-to-month,Mailed check,0,DSL,1,No,Yes,No,Yes,No,Yes,No,66.29,16,1,0,3.0,0,16.0,1060.64,2,Price-Sensitive
CU-02852,Male,0,0,0,One year,Credit card (automatic),0,DSL,0,No phone service,No,Yes,No,Yes,Yes,No,59.33,25,1,1,4.0,0,25.0,1483.25,2,Price-Sensitive
CU-02853,Male,0,1,0,Month-to-month,Mailed check,0,DSL,0,No phone service,No,No,No,No,No,Yes,45.84,17,1,0,3.0,0,17.0,779.28,3,Low-Value / New
CU-02854,Female,0,0,1,Two year,Electronic check,1,DSL,1,No,No,No,No,Yes,No,No,51.23,62,1,0,3.0,0,62.0,3176.26,0,High-Value Loyal
CU-02855,Male,0,1,0,Month-to-month,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.48,18,1,0,3.0,0,18.0,440.64,3,Low-Value / New
CU-02856,Female,0,0,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,Yes,Yes,No,Yes,No,Yes,No,94.42,23,0,0,3.0,1,23.0,2171.66,0,High-Value Loyal
CU-02857,Male,0,0,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,Yes,No,No,No,No,No,Yes,71.82,4,0,0,3.0,1,4.0,287.28,2,Price-Sensitive
CU-02858,Male,0,0,0,Two year,Mailed check,0,DSL,1,Yes,No,No,Yes,Yes,No,Yes,68.05,20,1,1,2.0,0,20.0,1361.0,2,Price-Sensitive
CU-02859,Male,0,0,0,One year,Electronic check,0,DSL,1,Yes,No,No,Yes,No,Yes,Yes,61.17,7,1,0,3.0,0,13.015236580366675,796.14,2,Price-Sensitive
CU-02860,Male,0,0,0,Month-to-month,Electronic check,0,Fiber optic,1,No,No,No,No,No,Yes,Yes,83.55,12,0,0,3.0,1,12.0,1002.6,2,Price-Sensitive
CU-02861,Female,0,1,0,Month-to-month,Electronic check,0,Fiber optic,1,No,No,Yes,Yes,No,No,Yes,76.87,11,1,0,3.0,0,11.610930978996317,892.53,2,Price-Sensitive
CU-02862,Male,1,1,0,Month-to-month,Electronic check,0,Fiber optic,1,Yes,Yes,No,No,No,No,Yes,80.15,24,0,0,3.0,1,24.0,1923.6,0,High-Value Loyal
CU-02863,Female,0,0,0,One year,Mailed check,1,Fiber optic,1,No,Yes,Yes,Yes,No,No,Yes,84.4,49,1,0,3.0,0,49.0,4135.6,0,High-Value Loyal
CU-02864,Female,1,0,0,One year,Electronic check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.78,23,1,1,5.0,0,23.0,569.94,3,Low-Value / New
CU-02865,Male,0,1,1,Month-to-month,Electronic check,0,DSL,1,No,No,Yes,No,No,No,Yes,61.24,12,1,2,4.0,0,21.192237030752413,1297.81,1,Growing / Mid-Value
CU-02866,Female,0,0,0,One year,Bank transfer (automatic),0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.97,4,1,0,3.0,0,14.368352757720608,344.41,3,Low-Value / New
CU-02867,Female,0,1,1,Month-to-month,Electronic check,0,DSL,1,No,No,No,No,No,No,No,40.39,26,0,0,3.0,1,26.0,1050.14,3,Low-Value / New
CU-02868,Female,0,1,0,Two year,Credit card (automatic),0,Fiber optic,1,No,No,No,No,No,Yes,Yes,74.34,53,1,2,2.0,0,53.0,3940.02,0,High-Value Loyal
CU-02869,Male,1,1,0,Two year,Electronic check,1,Fiber optic,1,No,No,Yes,No,No,No,No,75.32,24,1,0,3.0,0,24.0,1807.68,2,Price-Sensitive
CU-02870,Male,0,0,0,One year,Mailed check,0,DSL,1,No,No,Yes,No,No,Yes,No,60.93,21,1,0,3.0,0,21.0,1279.53,2,Price-Sensitive
CU-02871,Female,0,0,0,Two year,Bank transfer (automatic),1,Fiber optic,1,No,Yes,No,No,No,Yes,Yes,79.28,39,1,0,3.0,0,39.0,3091.92,0,High-Value Loyal
CU-02872,Female,0,0,0,Month-to-month,Electronic check,0,DSL,1,No,No,No,Yes,No,No,No,58.85,19,1,1,1.0,0,19.0,1118.15,2,Price-Sensitive
CU-02873,Female,1,1,0,One year,Credit card (automatic),1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,27.14,32,1,0,3.0,0,32.0,868.48,3,Low-Value / New
CU-02874,Male,0,1,0,Month-to-month,Mailed check,1,DSL,1,Yes,No,Yes,No,No,No,No,53.56,30,1,1,4.0,0,30.0,1606.8,0,High-Value Loyal
CU-02875,Female,0,1,1,Two year,Electronic check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.82,46,1,0,3.0,0,46.0,865.72,3,Low-Value / New
CU-02876,Male,0,1,1,Month-to-month,Credit card (automatic),1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.69,21,1,0,3.0,0,21.0,476.49,3,Low-Value / New
CU-02877,Male,0,1,0,Month-to-month,Credit card (automatic),1,DSL,1,No,Yes,Yes,Yes,Yes,Yes,No,84.74,12,1,0,3.0,0,12.0,1016.88,2,Price-Sensitive
CU-02878,Male,0,1,0,Two year,Bank transfer (automatic),0,Fiber optic,1,No,Yes,No,No,Yes,No,Yes,86.36,39,1,1,4.0,0,39.0,3368.04,0,High-Value Loyal
CU-02879,Female,1,1,0,Two year,Electronic check,1,DSL,1,No,No,No,Yes,No,No,No,52.13,19,1,0,3.0,0,19.0,990.47,2,Price-Sensitive
CU-02880,Male,0,1,0,Month-to-month,Mailed check,0,Fiber optic,1,No,Yes,Yes,No,No,No,Yes,80.08,14,0,0,3.0,1,14.0,1121.12,2,Price-Sensitive
CU-02881,Male,0,1,0,Month-to-month,Bank transfer (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.35,22,1,0,3.0,0,22.0,425.7,3,Low-Value / New
CU-02882,Female,0,0,0,Month-to-month,Electronic check,1,DSL,1,No,Yes,No,No,Yes,Yes,Yes,64.15,14,1,0,3.0,0,14.0,898.1,2,Price-Sensitive
CU-02883,Male,0,1,1,Month-to-month,Mailed check,0,DSL,1,No,No,Yes,Yes,Yes,No,Yes,76.3,2,1,0,3.0,0,12.469832526346682,951.45,2,Price-Sensitive
CU-02884,Male,0,0,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,0,No phone service,No,No,Yes,No,No,Yes,69.6,14,0,2,3.5,1,14.0,974.4,1,Growing / Mid-Value
CU-02885,Male,1,0,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,No,Yes,No,Yes,No,No,No,77.95,10,0,1,5.0,1,10.0,779.5,2,Price-Sensitive
CU-02886,Female,0,1,1,Month-to-month,Bank transfer (automatic),1,DSL,1,Yes,No,No,Yes,Yes,No,Yes,66.08,34,1,0,3.0,0,34.0,2246.72,0,High-Value Loyal
CU-02887,Female,1,1,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,No,No,Yes,No,No,No,No,76.62,18,0,1,4.0,1,18.0,1379.16,2,Price-Sensitive
CU-02888,Male,0,1,0,Month-to-month,Credit card (automatic),0,DSL,1,No,No,No,No,No,No,No,45.58,38,1,3,4.0,0,38.0,1732.04,1,Growing / Mid-Value
CU-02889,Female,0,0,1,One year,Mailed check,1,DSL,0,No phone service,Yes,No,No,No,Yes,No,64.13,6,1,0,3.0,0,13.046505940843604,836.67,2,Price-Sensitive
CU-02890,Female,0,1,0,Month-to-month,Electronic check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,21,1,1,3.0,0,21.0,378.0,3,Low-Value / New
CU-02891,Male,0,0,0,Month-to-month,Credit card (automatic),0,Fiber optic,1,No,Yes,Yes,No,No,Yes,No,91.44,4,1,0,3.0,0,9.816906909981729,897.66,2,Price-Sensitive
CU-02892,Female,0,1,0,Month-to-month,Electronic check,1,Fiber optic,1,No,No,No,No,No,No,No,67.98,11,0,1,2.0,1,11.0,747.78,2,Price-Sensitive
CU-02893,Female,0,0,0,Two year,Electronic check,1,DSL,1,No,No,Yes,Yes,Yes,Yes,Yes,68.72,18,1,1,2.0,0,19.444703742981268,1336.24,2,Price-Sensitive
CU-02894,Female,0,1,1,Two year,Bank transfer (automatic),1,Fiber optic,1,No,Yes,No,Yes,No,No,No,77.15,12,1,0,3.0,0,17.24297494159198,1330.3,2,Price-Sensitive
CU-02895,Male,0,1,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,No,Yes,No,Yes,No,Yes,Yes,90.87,24,0,1,4.0,1,24.0,2180.88,0,High-Value Loyal
CU-02896,Female,1,0,0,Two year,Bank transfer (automatic),1,DSL,0,No phone service,No,No,No,Yes,No,No,49.78,25,1,0,3.0,0,25.0,1244.5,2,Price-Sensitive
CU-02897,Female,0,1,0,Month-to-month,Mailed check,1,Fiber optic,1,Yes,No,Yes,Yes,Yes,Yes,Yes,98.47,1,0,0,3.0,1,1.0,98.47,2,Price-Sensitive
CU-02898,Male,1,1,1,Month-to-month,Credit card (automatic),1,Fiber optic,1,No,No,No,No,Yes,No,No,63.66,37,1,1,4.0,0,37.0,2355.42,0,High-Value Loyal
CU-02899,Male,0,0,0,Month-to-month,Credit card (automatic),0,DSL,1,No,No,No,No,No,No,Yes,52.79,21,1,1,4.0,0,21.0,1108.59,2,Price-Sensitive
CU-02900,Male,0,0,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,No,No,Yes,No,No,No,No,67.76,6,0,0,3.0,1,6.0,406.56,2,Price-Sensitive
CU-02901,Male,0,0,1,One year,Mailed check,1,DSL,1,No,No,No,Yes,No,No,No,48.19,27,1,2,3.0,0,27.0,1301.13,1,Growing / Mid-Value
CU-02902,Female,0,0,1,Month-to-month,Mailed check,0,Fiber optic,1,No,No,No,Yes,Yes,No,No,80.52,28,0,0,3.0,1,28.0,2254.56,0,High-Value Loyal
CU-02903,Male,0,1,0,One year,Electronic check,1,Fiber optic,1,Yes,No,No,No,No,No,No,63.18,13,1,1,4.0,0,19.93448814419075,1259.46,2,Price-Sensitive
CU-02904,Male,0,1,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,0,No phone service,Yes,No,No,No,No,No,65.3,32,0,0,3.0,1,32.0,2089.6,0,High-Value Loyal
CU-02905,Female,0,0,0,Month-to-month,Credit card (automatic),0,Fiber optic,1,No,Yes,No,No,Yes,Yes,No,86.67,5,1,0,3.0,0,9.937870318992877,861.32,2,Price-Sensitive
CU-02906,Male,0,0,0,Month-to-month,Credit card (automatic),0,Fiber optic,1,Yes,No,No,Yes,No,No,No,67.52,1,0,0,3.0,1,1.0,67.52,2,Price-Sensitive
CU-02907,Female,0,1,0,Month-to-month,Mailed check,1,DSL,1,Yes,No,No,Yes,Yes,No,No,55.87,22,1,0,3.0,0,22.0,1229.14,2,Price-Sensitive
CU-02908,Male,0,0,0,One year,Credit card (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.9,47,1,0,3.0,0,47.0,982.3,3,Low-Value / New
CU-02909,Male,0,0,0,Two year,Credit card (automatic),1,DSL,1,Yes,No,No,No,No,No,No,44.94,18,1,0,3.0,0,18.0,808.92,3,Low-Value / New
CU-02910,Male,0,0,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,Yes,No,No,No,No,No,No,69.5,23,0,1,3.0,1,23.0,1598.5,2,Price-Sensitive
CU-02911,Male,0,1,1,Month-to-month,Credit card (automatic),1,Fiber optic,0,No phone service,Yes,Yes,No,Yes,No,Yes,91.05,31,1,0,3.0,0,31.0,2822.55,0,High-Value Loyal
CU-02912,Male,0,1,0,Month-to-month,Credit card (automatic),1,DSL,1,Yes,Yes,Yes,Yes,No,Yes,No,70.84,15,1,1,4.0,0,15.0,1062.6,2,Price-Sensitive
CU-02913,Female,0,1,0,Two year,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,32,1,1,5.0,0,32.0,576.0,3,Low-Value / New
CU-02914,Female,0,0,1,Month-to-month,Credit card (automatic),1,Fiber optic,1,Yes,Yes,Yes,No,No,No,No,79.88,6,0,1,3.0,1,6.0,479.28,2,Price-Sensitive
CU-02915,Male,0,1,0,Month-to-month,Mailed check,0,Fiber optic,1,No,Yes,Yes,No,Yes,No,No,86.29,1,1,0,3.0,0,12.956457778459942,1118.01,2,Price-Sensitive
CU-02916,Female,0,1,0,One year,Mailed check,1,Fiber optic,1,Yes,No,Yes,Yes,No,Yes,No,78.06,6,1,0,3.0,0,11.855907746588347,925.47,2,Price-Sensitive
CU-02917,Female,0,1,0,Month-to-month,Credit card (automatic),0,DSL,0,No phone service,No,Yes,Yes,Yes,No,No,59.06,22,1,1,4.0,0,22.0,1299.32,2,Price-Sensitive
CU-02918,Female,0,0,0,Two year,Electronic check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.51,41,1,0,3.0,0,41.0,1004.91,3,Low-Value / New
CU-02919,Male,0,1,0,One year,Electronic check,0,DSL,1,Yes,No,No,No,No,No,No,54.1,5,1,0,3.0,0,13.352907410001466,722.39,2,Price-Sensitive
CU-02920,Male,0,1,0,Two year,Bank transfer (automatic),0,DSL,0,No phone service,Yes,Yes,No,Yes,No,No,61.53,23,1,0,3.0,0,23.0,1415.19,2,Price-Sensitive
CU-02921,Male,0,0,0,One year,Credit card (automatic),1,DSL,1,No,Yes,No,Yes,No,No,No,63.95,48,0,1,4.0,1,48.0,3069.6,0,High-Value Loyal
CU-02922,Female,0,0,0,One year,Credit card (automatic),0,DSL,1,Yes,No,No,No,Yes,No,No,51.88,33,1,1,2.0,0,33.0,1712.04,0,High-Value Loyal
CU-02923,Female,0,1,0,Two year,Credit card (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.6,49,1,1,1.0,0,49.0,1205.4,3,Low-Value / New
CU-02924,Male,0,1,0,One year,Credit card (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.81,2,1,0,3.0,0,14.099087797725124,363.9,3,Low-Value / New
CU-02925,Male,0,1,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,Yes,Yes,No,No,No,Yes,No,80.53,28,1,0,3.0,0,28.0,2254.84,0,High-Value Loyal
CU-02926,Female,0,1,0,Month-to-month,Electronic check,0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.86,16,1,0,3.0,0,16.0,333.76,3,Low-Value / New
CU-02927,Female,0,1,1,Month-to-month,Mailed check,1,Fiber optic,1,No,No,Yes,No,No,No,No,71.08,4,1,0,3.0,0,9.20336436510522,654.18,2,Price-Sensitive
CU-02928,Female,0,0,0,Month-to-month,Electronic check,1,Fiber optic,1,No,No,No,No,No,Yes,No,69.32,10,1,0,3.0,0,10.0,693.2,2,Price-Sensitive
CU-02929,Female,1,0,0,Month-to-month,Electronic check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.09,10,1,0,3.0,0,11.305703267277169,272.35,3,Low-Value / New
CU-02930,Male,1,1,0,Month-to-month,Credit card (automatic),0,DSL,1,Yes,Yes,Yes,No,No,No,No,66.52,23,0,0,3.0,1,23.0,1529.96,2,Price-Sensitive
CU-02931,Female,0,0,0,Month-to-month,Mailed check,0,DSL,1,No,No,Yes,No,No,No,Yes,63.85,1,1,0,3.0,0,10.724328313117763,684.75,2,Price-Sensitive
CU-02932,Female,0,0,1,Month-to-month,Credit card (automatic),1,DSL,1,Yes,Yes,No,No,No,No,No,51.82,9,1,1,4.0,0,14.406914042395313,746.57,2,Price-Sensitive
CU-02933,Male,0,1,1,Two year,Bank transfer (automatic),0,Fiber optic,1,No,Yes,No,No,No,No,No,63.95,41,1,1,1.0,0,41.0,2621.95,0,High-Value Loyal
CU-02934,Female,0,1,0,One year,Bank transfer (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.39,10,1,0,3.0,0,14.330291950554468,306.52,3,Low-Value / New
CU-02935,Female,0,0,1,Two year,Mailed check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.26,42,1,0,3.0,0,42.0,1102.92,3,Low-Value / New
CU-02936,Male,1,0,0,Month-to-month,Bank transfer (automatic),1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.16,2,1,1,2.0,0,13.403618863953332,323.83,3,Low-Value / New
CU-02937,Female,0,0,1,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,No,No,No,No,Yes,Yes,No,72.1,1,1,0,3.0,0,10.37749375364635,748.22,2,Price-Sensitive
CU-02938,Female,0,0,0,Month-to-month,Electronic check,0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.44,2,1,0,3.0,0,11.590165656958975,248.49,3,Low-Value / New
CU-02939,Female,0,1,0,Month-to-month,Credit card (automatic),0,DSL,1,No,Yes,Yes,Yes,Yes,No,No,73.22,24,1,2,4.5,0,24.0,1757.28,1,Growing / Mid-Value
CU-02940,Male,0,0,1,Month-to-month,Mailed check,1,Fiber optic,1,No,No,No,Yes,No,Yes,No,77.82,9,0,0,3.0,1,9.0,700.38,2,Price-Sensitive
CU-02941,Male,1,1,0,Two year,Electronic check,0,Fiber optic,1,No,Yes,No,Yes,Yes,Yes,Yes,95.04,16,1,0,3.0,0,18.87469051864052,1793.85,2,Price-Sensitive
CU-02942,Female,1,1,1,One year,Bank transfer (automatic),1,DSL,1,No,Yes,Yes,Yes,No,No,No,65.24,37,1,1,5.0,0,37.0,2413.88,0,High-Value Loyal
CU-02943,Male,0,1,0,Month-to-month,Electronic check,0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.59,13,0,2,3.0,1,13.0,241.67,3,Low-Value / New
CU-02944,Female,0,0,0,Two year,Credit card (automatic),1,Fiber optic,1,Yes,No,No,No,No,Yes,No,67.16,10,1,1,2.0,0,20.062995880010728,1347.43,2,Price-Sensitive
CU-02945,Female,0,0,0,One year,Bank transfer (automatic),1,Fiber optic,1,No,No,No,No,No,Yes,No,68.44,17,1,0,3.0,0,17.0,1163.48,2,Price-Sensitive
CU-02946,Male,0,0,0,One year,Credit card (automatic),1,DSL,1,No,Yes,No,No,No,Yes,No,54.52,29,1,0,3.0,0,29.0,1581.08,0,High-Value Loyal
CU-02947,Female,0,0,0,Month-to-month,Electronic check,1,Fiber optic,1,No,No,No,No,No,No,No,69.86,4,0,0,3.0,1,4.0,279.44,2,Price-Sensitive
CU-02948,Female,0,1,0,Two year,Credit card (automatic),0,Fiber optic,1,Yes,No,No,No,Yes,No,Yes,80.81,17,1,1,1.0,0,21.677940915225403,1751.79,2,Price-Sensitive
CU-02949,Male,0,0,0,Month-to-month,Mailed check,1,Fiber optic,1,Yes,No,Yes,No,No,No,Yes,77.87,16,0,0,3.0,1,16.0,1245.92,2,Price-Sensitive
CU-02950,Female,0,1,1,Month-to-month,Electronic check,1,DSL,1,Yes,No,No,No,Yes,No,No,53.92,11,1,0,3.0,0,11.0,593.12,2,Price-Sensitive
CU-02951,Female,0,0,0,One year,Electronic check,0,Fiber optic,1,No,Yes,No,No,No,Yes,No,68.69,53,1,0,3.0,0,53.0,3640.57,0,High-Value Loyal
CU-02952,Female,0,0,1,Month-to-month,Electronic check,1,Fiber optic,1,Yes,No,Yes,No,Yes,No,Yes,87.82,8,0,3,3.3333,1,8.0,702.56,1,Growing / Mid-Value
CU-02953,Female,1,1,0,Two year,Bank transfer (automatic),1,Fiber optic,1,Yes,No,Yes,No,No,No,No,65.24,29,1,1,4.0,0,29.0,1891.96,0,High-Value Loyal
CU-02954,Male,1,1,0,Two year,Electronic check,1,Fiber optic,1,Yes,No,No,Yes,No,Yes,No,70.25,27,1,0,3.0,0,27.0,1896.75,0,High-Value Loyal
CU-02955,Female,1,0,0,Month-to-month,Mailed check,1,DSL,1,No,No,Yes,Yes,No,No,No,52.68,5,1,0,3.0,0,10.726786530223526,565.09,2,Price-Sensitive
CU-02956,Female,0,1,1,Month-to-month,Bank transfer (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.86,20,1,1,4.0,0,20.0,377.2,3,Low-Value / New
CU-02957,Female,0,0,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,Yes,Yes,No,Yes,Yes,No,No,80.11,15,1,0,3.0,0,15.0,1201.65,2,Price-Sensitive
CU-02958,Female,0,1,0,Month-to-month,Bank transfer (automatic),1,DSL,1,No,No,No,No,No,No,No,48.72,12,1,1,4.0,0,12.585639291910773,613.17,2,Price-Sensitive
CU-02959,Male,0,0,1,Month-to-month,Bank transfer (automatic),1,DSL,1,Yes,No,No,Yes,Yes,No,No,54.68,32,1,0,3.0,0,32.0,1749.76,0,High-Value Loyal
CU-02960,Female,0,1,0,Month-to-month,Electronic check,1,DSL,1,Yes,No,No,No,Yes,No,Yes,62.15,5,0,0,3.0,1,5.0,310.75,2,Price-Sensitive
CU-02961,Male,0,1,1,Month-to-month,Mailed check,0,DSL,1,No,Yes,Yes,No,No,No,No,58.85,14,1,0,3.0,0,14.0,823.9,2,Price-Sensitive
CU-02962,Male,0,1,0,One year,Electronic check,1,Fiber optic,1,No,No,Yes,No,No,Yes,No,66.05,24,1,0,3.0,0,24.0,1585.2,2,Price-Sensitive
CU-02963,Male,1,1,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,No,Yes,No,No,No,No,Yes,77.18,22,0,1,5.0,1,22.0,1697.96,2,Price-Sensitive
CU-02964,Female,0,0,0,Two year,Bank transfer (automatic),1,DSL,1,Yes,No,No,Yes,No,Yes,Yes,66.84,24,1,1,1.0,0,24.79310602086186,1657.17,2,Price-Sensitive
